Date,Close/Last,Volume,Open,High,Low
06/29/2021,$207.61,2291145,$205.28,$207.97,$204.25
06/28/2021,$205.23,2288137,$205.69,$206.02,$202.75
06/25/2021,$205.61,6618620,$202.54,$206.35,$202.2
06/24/2021,$206.1,2602525,$206.54,$206.64,$205.25
06/23/2021,$204.02,2504458,$205.25,$206.29,$203.58
06/22/2021,$205.4,3460739,$202.22,$206.12,$202.1352
06/21/2021,$203.32,3638346,$199.36,$204.585,$198.975
06/18/2021,$197.77,8170511,$196.27,$199.6,$195.51
06/17/2021,$198.05,3069001,$200.5,$200.5,$195.47
06/16/2021,$200.42,2102914,$201.67,$202.48,$199.31
06/15/2021,$202.34,2414920,$201.45,$203.86,$199.27
06/14/2021,$201.09,2157467,$202.95,$203.77,$200.11
06/11/2021,$203.2,2699160,$203.66,$205.24,$201.83
06/10/2021,$203.2,4879982,$204.17,$204.34,$201.26
06/09/2021,$201.06,10560590,$208.06,$208.91,$197
06/08/2021,$209.76,3402013,$212.85,$213.3,$209.555
06/07/2021,$212.92,3444612,$210.59,$215.41,$210.31
06/04/2021,$210.63,2943867,$212.41,$213.4,$208.63
06/03/2021,$211.98,2172447,$211.05,$213.1795,$210.13
06/02/2021,$211.91,2486033,$214.29,$214.29,$211
06/01/2021,$213.29,1865279,$215.59,$216.55,$213.21
05/28/2021,$214.6,2128013,$213.83,$215.87,$213.03
05/27/2021,$212.8,5110162,$214.3,$216.86,$212
05/26/2021,$213.81,2376477,$212.96,$214.21,$211.84
05/25/2021,$211.49,2414263,$213.36,$215.1499,$211.17
05/24/2021,$213.43,1981302,$214.08,$214.53,$212.56
05/21/2021,$211.87,3927651,$214.18,$214.89,$211.78
05/20/2021,$213.94,2716572,$214.34,$215.68,$212.74
05/19/2021,$214.35,2141288,$212,$214.45,$210.64
05/18/2021,$213.99,2041602,$217.02,$217.02,$213.97
05/17/2021,$216.29,2071221,$215.51,$216.95,$215
05/14/2021,$216.38,2333749,$216.81,$217.76,$215.11
05/13/2021,$215.67,3208148,$211.18,$216.9,$211.13
05/12/2021,$210.7,2667067,$212,$213.845,$210.36
05/11/2021,$214.33,3088776,$213.93,$215,$211.6
05/10/2021,$216.13,3566269,$217.5,$219.59,$215.76
05/07/2021,$217.5,2644086,$214.67,$218.34,$213.8
05/06/2021,$214.78,4470082,$214.92,$215,$212.07
05/05/2021,$214.52,2744347,$214.93,$215.75,$212.76
05/04/2021,$214.31,5775366,$211.6,$215.3,$210.86
05/03/2021,$212.2,7286058,$207.42,$213.38,$207.12
04/30/2021,$203.86,5931466,$201.69,$205.77,$199.8201
04/29/2021,$203.72,6949965,$199.89,$204.5,$197.6701
04/28/2021,$198.37,6308777,$195.39,$198.43,$194.1
04/27/2021,$194.13,14666540,$190.26,$197.28,$189.71
04/26/2021,$175.81,3972927,$179.78,$179.85,$174.7
04/23/2021,$178.96,2407147,$177.85,$180.3099,$177.33
04/22/2021,$177.51,3077884,$177.8,$180.79,$177.21
04/21/2021,$178.57,3204429,$179.39,$179.54,$177.57
04/20/2021,$179.69,2642546,$177.9,$179.85,$176.8351
04/19/2021,$178.06,2614204,$179.91,$179.91,$177.655
04/16/2021,$179.71,2820514,$180.73,$181.19,$178.94
04/15/2021,$179.64,3139333,$178.85,$180.85,$176.51
04/14/2021,$176.21,2591884,$178.82,$179.4,$175.89
04/13/2021,$179.42,2465364,$177.95,$179.92,$176.68
04/12/2021,$178.58,3023973,$175.44,$179.33,$174.75
04/09/2021,$175.94,2579977,$173.27,$175.95,$172.82
04/08/2021,$173.02,2029424,$172.54,$173.2427,$171.2552
04/07/2021,$171.95,2079942,$172.93,$173.35,$171.2
04/06/2021,$172.97,2465621,$172.09,$174.03,$171.225
04/05/2021,$171.95,2316062,$172.1,$173.04,$171.11
04/01/2021,$171.28,3615190,$170.18,$172.14,$168.83
03/31/2021,$169.99,3688401,$169.23,$171,$167.6
03/30/2021,$168.64,2401126,$167.56,$169.99,$167.4
03/29/2021,$168.14,2702638,$167.61,$168.97,$166.66
03/26/2021,$167.98,3135491,$164.5,$168.1,$163.79
03/25/2021,$163.25,2944517,$159.5,$163.65,$158.7
03/24/2021,$159.91,2285313,$160.06,$162.27,$159.7
03/23/2021,$159.86,2920776,$159.8,$162.16,$159.2345
03/22/2021,$161.06,3893872,$159.69,$161.72,$158.54
03/19/2021,$159.29,14934230,$161.43,$165.24,$158.69
03/18/2021,$160.2,2966613,$160.45,$161.1399,$158.94
03/17/2021,$160.65,3644112,$160.78,$161.75,$159.56
03/16/2021,$162.82,2397832,$162.78,$164.16,$161.43
03/15/2021,$162.64,4538208,$167.9,$167.925,$161.02
03/12/2021,$167.69,1914768,$166.61,$168.1299,$165.94
03/11/2021,$167.24,2906651,$166.1,$168.68,$165.39
03/10/2021,$165.23,2511699,$164.35,$166.18,$163.73
03/09/2021,$163.27,2551334,$161.21,$165.15,$161.21
03/08/2021,$160.87,3176550,$165.23,$166.23,$160.76
03/05/2021,$164.4,3671690,$160.51,$165.18,$159.08
03/04/2021,$159.45,3710413,$160.06,$161.29,$157.55
03/03/2021,$160.43,2635113,$160.59,$162.17,$159.88
03/02/2021,$161.37,2653764,$161.77,$163.17,$159.89
03/01/2021,$161.47,3272583,$159.55,$162.66,$158.58
02/26/2021,$157.83,3492820,$158.58,$159.225,$156.59
02/25/2021,$157.51,2617074,$159,$160.3,$157.03
02/24/2021,$160.07,2963449,$160.28,$161.9,$159.08
02/23/2021,$160.81,4385811,$159.97,$161.4199,$157.7718
02/22/2021,$161.6,3894805,$159.72,$162.51,$158.01
02/19/2021,$160.54,3081948,$161.33,$162.28,$160.32
02/18/2021,$162.12,3596766,$159.8,$162.62,$158.62
02/17/2021,$161,2953560,$161.09,$161.905,$159.9
02/16/2021,$161.75,2867691,$163.95,$163.97,$161.08
02/12/2021,$163.39,2563779,$162.47,$163.8339,$162.04
02/11/2021,$162.37,3188366,$166,$166.275,$161.19
02/10/2021,$165.66,2943733,$167.94,$168.23,$164.54
02/09/2021,$166.92,3073615,$163.5,$167.5955,$162.78
02/08/2021,$163.45,2242489,$164.44,$165.4699,$162.81
02/05/2021,$164.38,2560284,$163,$164.54,$161.72
02/04/2021,$162.26,2811099,$159.23,$162.41,$157.825
02/03/2021,$159.71,4559152,$160.69,$161.4696,$156.85
02/02/2021,$160.29,10758350,$163.2,$164.2,$156.93
02/01/2021,$156.26,4782996,$156.2,$157.1497,$154.91
01/29/2021,$155,5007910,$157.02,$157.7,$154.76
01/28/2021,$157.27,2565097,$159.07,$159.38,$157.2
01/27/2021,$157.65,2821509,$159.5,$159.595,$156.99
01/26/2021,$161.43,2962395,$162.38,$162.76,$160.49
01/25/2021,$161.75,3938074,$159.71,$164.1422,$159.11
01/22/2021,$158.99,3131558,$158.4,$160.45,$157.403
01/21/2021,$160.1,2004104,$159.34,$161.7,$159.22
01/20/2021,$159.84,3029768,$156.91,$160.285,$156.03
01/19/2021,$156.28,4537365,$159.7,$159.8,$156.05
01/15/2021,$158.9,4816268,$162.73,$162.97,$158.21
01/14/2021,$163.47,2625038,$163.7,$165.59,$163.22
01/13/2021,$163.11,2643017,$163.55,$164.4499,$161.95
01/12/2021,$163.91,4612071,$162.37,$164.45,$159.93
01/11/2021,$161.86,6129269,$158.87,$161.94,$157.74
01/08/2021,$158.39,4844804,$159.11,$159.9,$157.47
01/07/2021,$159,6024308,$161.62,$161.87,$158.1425
01/06/2021,$161.04,5061447,$160.28,$163.13,$160.0058
01/05/2021,$161.52,3966963,$162.68,$164.01,$161.23
01/04/2021,$163.8,4304039,$168.4,$168.54,$161.88
12/31/2020,$168.4,2349423,$166.79,$168.48,$165.4365
12/30/2020,$166.23,3107126,$169.82,$169.82,$166.15
12/29/2020,$169.03,2864629,$171.75,$172.01,$168.4
12/28/2020,$171.36,1861657,$172.6,$173.2,$170.9
12/24/2020,$172.19,1006079,$173.01,$173.35,$171.47
12/23/2020,$172.64,2553799,$174.38,$175.94,$172.62
12/22/2020,$174.56,2493082,$172.33,$175.25,$172.015
12/21/2020,$172.59,3180024,$172.44,$174.44,$171.03
12/18/2020,$175.18,8581322,$173.05,$175.49,$171.1401
12/17/2020,$174.49,4386859,$170.74,$175.315,$170.035
12/16/2020,$170.13,3421582,$167.4,$171.66,$167.4
12/15/2020,$167.17,2556870,$167.1,$168.39,$166.14
12/14/2020,$166.62,3388743,$171.78,$171.78,$166.59
12/11/2020,$168.4,4777504,$165.5,$169.02,$165.35
12/10/2020,$164.24,4708609,$167.045,$167.4619,$163.63
12/09/2020,$169.18,3327293,$167.54,$169.85,$167.01
12/08/2020,$166.39,3884981,$167.55,$168.24,$165.92
12/07/2020,$167.47,3117161,$168.13,$168.29,$166.1
12/04/2020,$167.25,2766200,$168.07,$168.6,$166.34
12/03/2020,$167.83,2844187,$169.12,$170.2305,$167.42
12/02/2020,$168.83,3853274,$167.92,$168.96,$166.5
12/01/2020,$167.96,5377352,$173.51,$174.2,$167.9
11/30/2020,$171.07,4708599,$169.57,$171.23,$168.11
11/27/2020,$168.89,2216615,$170.96,$171.43,$167.89
11/25/2020,$170.5,3497671,$172.11,$172.99,$169.38
11/24/2020,$172.69,5373851,$167.96,$173.11,$167.57
11/23/2020,$166.6,3775654,$165.5,$166.73,$163.91
11/20/2020,$163.76,3989544,$166.33,$166.8,$163.71
